Address,Area(In Sq.Feet),Road,Price(Float),Bedroom,Bathroom,Face,Floors,City
Chabahil,1796.8125,20.0,35000000,10,4.0,West,3.0,Kathmandu
Bhaisepati,1129.425,20.0,41000000,4,4.0,North,2.5,Lalitpur
Mulpani,1369.0,20.0,31500000,5,4.0,North,2.5,Kathmandu
Raniban,1900.0,20.0,28000000,6,4.0,South,2.5,Kathmandu
Imadol,1454.5625,20.0,14200000,2,1.0,East,1.0,Lalitpur
Bhimsengola,2464.2,20.0,63500000,11,4.0,North East,2.5,Kathmandu
Bhaktapur,2053.5,20.0,21500000,9,1.0,West,3.0,Bhaktapur
Samakhusi,2000.0,20.0,92500000,12,5.0,East,5.0,Kathmandu
Raniban,1026.75,20.0,36000000,6,5.0,East,2.5,Kathmandu
Kadaghari,1369.0,20.0,23500000,6,4.0,South East,2.5,Kathmandu
"Siddhikali Tole, Thimi",1369.0,20.0,23000000,5,3.0,North east,3.0,Bhaktapur
Budhanilkantha,2738.0,20.0,35000000,6,6.0,East,3.0,Kathmandu
Nayapati,1711.25,20.0,22500000,4,3.0,East,2.0,Kathmandu
Kirtipur,2053.5,20.0,18000000,4,4.0,South East,2.5,Kathmandu
Bhaktapur,1026.75,20.0,20000000,4,3.0,South East,3.0,Bhaktapur
Kapan,3080.25,20.0,52500000,5,5.0,South West,2.5,Kathmandu
Kausaltar,3762.0,20.0,80000000,8,5.0,North west,5.0,Bhaktapur
Phutung,1369.0,20.0,29900000,4,4.0,West,2.5,Kathmandu
Nakkhu,1369.0,20.0,28000000,4,5.0,East,2.5,Lalitpur
Panipokhari,1779.7,20.0,54000000,4,5.0,East,3.0,Kathmandu
Panipokhari Heights,1693.2724,20.0,67500000,4,1.0,North,3.5,Kathmandu
Baneshwor,1026.75,20.0,38000000,6,4.0,South West,3.5,Kathmandu
Pandhara Chowk,1403.225,20.0,24500000,4,4.0,North,2.5,Kathmandu
Mulpani,1711.25,20.0,30000000,6,3.0,North,2.5,Kathmandu
Imadol,1060.975,20.0,26500000,4,4.0,South,2.5,Lalitpur
Thimi,8214.0,20.0,190000000,8,6.0,North West,4.5,Bhaktapur
Chapali,4877.0625,20.0,69000000,3,3.0,South,2.0,Kathmandu
Sanagaun,1711.25,20.0,33500000,7,4.0,East,2.5,Lalitpur
Old Baneshwor Height,6502.75,20.0,200000000,8,5.0,West,3.5,Kathmandu
Dharmasthali,1369.0,20.0,21000000,4,2.0,North,2.0,Kathmandu
Machhapokhari,1471.675,20.0,30000000,9,4.0,East,3.5,Kathmandu
near New buspark,1437.45,20.0,32000000,8,5.0,East,3.0,Kathmandu
Nakhipot,1500.0,20.0,57500000,5,6.0,East,3.5,Lalitpur
Siddipur,1026.75,20.0,22000000,4,3.0,North,2.5,Lalitpur
Kapan,2053.5,20.0,41000000,1,1.0,East,3.5,Kathmandu
Samakhusi,2395.75,20.0,55000000,6,5.0,East,2.5,Kathmandu
Thankot,1711.25,20.0,27600000,4,3.0,East,3.0,Kathmandu
Narayanthan,1500.0,20.0,45000000,5,5.0,East,2.5,Kathmandu
Sukedhara,1026.75,20.0,16000000,6,3.0,East,2.5,Kathmandu
Dhapasi,4791.5,20.0,135000000,5,6.0,South East,3.5,Kathmandu
Dhobighat,7187.25,20.0,95000000,5,4.0,East,3.0,Lalitpur
Hattiban,2395.75,20.0,55000000,5,5.0,South,3.0,Lalitpur
Imadol,1026.75,20.0,28500000,6,3.0,East,2.5,Lalitpur
Imadol,1048.140625,20.0,24000000,4,3.0,West,3.0,Lalitpur
Chardobato,1437.45,20.0,41000000,6,6.0,South,3.5,Bhaktapur
Imadol,2395.75,20.0,36000000,5,2.0,North east,2.5,Lalitpur
Imadol,1060.975,20.0,27500000,7,5.0,South,2.5,Lalitpur
Imadol,1625.6875,20.0,41500000,4,4.0,East,2.5,Lalitpur
Kalanki,1437.45,20.0,25500000,5,4.0,North East,2.0,Kathmandu
Naya Basti,1711.25,20.0,35000000,5,4.0,West,2.5,Kathmandu
Imadol,1326.21,20.0,42500000,4,4.0,South east,2.5,Lalitpur
Nayabazar geetanjali chowk,884.04,20.0,35000000,3,4.0,East,3.0,Kathmandu
Thaiba,1129.425,20.0,18000000,4,3.0,South,2.5,Lalitpur
Imadol,2158.0,20.0,42500000,4,4.0,South East,2.5,Lalitpur
Jadibuti,1471.675,20.0,39500000,21,7.0,North East,4.5,Bhaktapur
Imadol,941.1875,20.0,19500000,4,3.0,East,2.5,Lalitpur
Raja Birendra Marga,3935.875,20.0,73000000,21,4.0,North West,3.5,Kathmandu
Hattigaunda,2121.95,20.0,77000000,4,5.0,West,2.5,Kathmandu
Godawari,1369.0,20.0,17500000,7,4.0,East,3.0,Lalitpur
Sunakothi,1711.25,20.0,37500000,3,4.0,North East,2.5,Lalitpur
Thaiba,2053.5,20.0,48500000,4,4.0,North East,2.5,Lalitpur
Imadol,1095.2,20.5,33000000,6,4.0,South West,2.5,Lalitpur
Budhanilkantha,1925.15,21.0,32000000,6,4.0,North East,2.5,Kathmandu
Budhanilkantha,3080.25,22.0,63000000,5,5.0,North West,3.0,Kathmandu
Nakhipot,1369.0,22.0,28500000,5,5.0,South,3.0,Lalitpur
Nainatole,3593.62,22.0,60000000,5,2.5,North East,4.0,Kathmandu
Swoyambhu,4209.675,22.0,6200000,6,3.0,East,2.5,Kathmandu
Pasikot,4107.0,22.0,55000000,5,5.0,North,2.0,Kathmandu
Dhapasi,4107.0,22.0,69000000,5,5.0,South,3.0,Kathmandu
Bhaisepati,6160.5,22.0,210000000,6,4.0,East,3.0,Lalitpur
Bohoratar,1026.75,22.0,16500000,5,3.0,North,2.5,Kathmandu
Khumaltar,2053.5,22.0,35000000,6,4.0,North East,2.5,Lalitpur
Nayapati,1283.4375,22.0,26000000,6,3.0,South East,3.0,Kathmandu
Nakhipot,1369.0,22.0,28500000,8,5.0,South,3.0,Lalitpur
Samakhushi chowk,1711.25,22.0,45000000,21,5.0,South East,3.5,Kathmandu
Imadol,5236.425,22.0,125000000,6,4.0,North,4.0,Lalitpur
Thulo Bharyang,3935.87,22.0,140000000,10,5.0,North East,3.5,Kathmandu
Basundhara,3422.5,22.0,100000000,5,5.0,East,2.5,Kathmandu
Thankot,4107.0,22.0,42900000,8,5.0,East,2.5,Kathmandu
Upper Pasikot,2481.31,22.0,51000000,5,6.0,South,3.5,Kathmandu
Budhanilkantha,2395.75,22.0,57500000,4,5.0,East,2.0,Kathmandu
Hattiban,2224.62,22.0,29000000,5,2.5,North,3.0,Lalitpur
Dhapasi,2738.0,22.0,65000000,5,6.0,South East,3.0,Kathmandu
Machapokhari,1711.25,22.0,35000000,9,6.0,East,3.5,Kathmandu
Jarankhu,1711.25,22.0,28400000,5,5.0,East,3.0,Kathmandu
Hattigauda,1369.0,22.0,24500000,6,5.0,North East,3.0,Kathmandu
Ekantakuna,1155.09375,22.0,27000000,5,3.0,West,3.0,Lalitpur
Thankot,1026.75,22.0,13500000,7,2.0,West,3.0,Kathmandu
Pulchowk,491.98,22.0,35000000,4,5.0,East,5.0,Lalitpur
Sitapaila,2464.2,22.0,35000000,5,5.0,South,2.5,Kathmandu
Lokanthali,1711.25,22.0,40000000,12,4.0,South,4.0,Bhaktapur
Manamaiju,1026.75,22.0,27500000,6,7.0,South,3.5,Kathmandu
Kirtipur,1711.25,22.967,24000000,2,2.0,South West,1.0,Kathmandu
Imadol,1129.425,23.0,32500000,6,4.0,West,2.5,Lalitpur
Thankot,1026.75,23.0,13000000,6,2.0,West,3.0,Kathmandu
Shankhamul,2121.95,23.0,68000000,7,3.0,North East,3.5,Kathmandu
Near sun city apartment,941.18,23.0,23000000,2,3.0,East,2.5,Kathmandu
Hattiban,2673.828125,24.0,57500000,5,5.0,West,3.0,Lalitpur
Basundhara,1454.5625,24.0,42500000,8,4.0,North East,4.5,Kathmandu
Sukedhara,1112.3125,24.0,19000000,3,2.0,South West,2.0,Kathmandu
Bhaisepati,800.0,24.0,7500000,2,2.0,West,1.0,Lalitpur
Radhe Radhe,752.95,24.0,24000000,4,4.0,North,4.0,Bhaktapur
Kapan,1369.0,24.0,36000000,10,5.0,South East,4.5,Kathmandu
Kharibot,1711.25,24.0,58000000,5,5.0,South,3.5,Lalitpur
Kapan,1369.0,24.0,36000000,12,5.0,South East,4.5,Kathmandu
Radhe Radhe,800.0,24.0,24000000,4,4.0,North,4.0,Bhaktapur
Kapan,941.1875,24.0,24500000,6,2.0,South,2.0,Kathmandu
Tinthana,2762.29975,24.0,50000000,7,3.0,North West,3.0,Kathmandu
Bhangal,5202.2,24.0,65000000,6,6.0,West,3.0,Kathmandu
Hattiban,1262.04,24.0,27000000,6,3.0,East,3.5,Lalitpur
Samakhusi,2053.5,25.0,90000000,8,5.0,South west,6.0,Kathmandu
Rudreshwor,10952.0,25.0,105000000,5,5.0,North west,2.5,Kathmandu
Ason,748.671875,25.0,80000000,8,4.0,South West,5.0,Kathmandu
Budhanilkantha,1369.0,25.0,48000000,6,5.0,North East,2.5,Kathmandu
Jorpati,1369.0,25.0,37000000,6,6.0,North East,3.5,Kathmandu
Sukedhara,2053.5,25.0,42500000,5,4.0,East,2.5,Kathmandu
Sukedhara,1060.975,25.0,28000000,10,3.0,South,4.0,Kathmandu
Chandragiri,1283.4375,25.0,21000000,9,5.0,East,4.0,Kathmandu
Sukedhara,1112.3125,25.0,28000000,10,3.0,South,4.0,Kathmandu
Gothatar,2156.175,25.0,40000000,4,3.0,South,2.5,Kathmandu
Near Rave Futsal Center,1048.14,25.0,28000000,8,3.0,South,4.0,Kathmandu
Khusibu,2156.175,25.0,55000000,7,5.0,East,3.5,Kathmandu
Tokha,1369.0,26.0,41000000,10,5.0,South East,4.0,Kathmandu
Balkot,3080.25,26.0,45000000,5,2.0,North,2.5,Bhaktapur
Balkot,2566.875,26.0,55000000,3,3.0,South,3.5,Bhaktapur
Kausaltar,1882.375,26.0,32500000,10,4.0,North East,4.0,Bhaktapur
Kageshwori Municipality,1369.0,26.0,26000000,5,2.5,West,6.0,Kathmandu
Kageshwori Manohara,1369.0,26.0,26000000,5,3.0,West,3.0,Kathmandu
Bhangal,1540.125,26.0,32500000,4,3.0,South,3.0,Kathmandu
Matatirtha,1745.475,26.0,20000000,3,3.0,South,3.0,Kathmandu
Gurjudhara,1369.0,26.0,30000000,8,6.0,South East,2.5,Kathmandu
Jawalakhel,4107.0,26.0,95000000,4,3.0,North West,3.0,Lalitpur
Golfutar,1026.75,26.0,23000000,3,4.0,East,3.0,Kathmandu
Budhanilkantha,2053.5,26.0,45000000,5,6.0,East,3.0,Kathmandu
Mid Baneshwor,1732.640625,26.0,65000000,9,3.0,South East,4.0,Kathmandu
Imadol,1369.0,26.0,40000000,3,3.0,North,2.5,Lalitpur
Ason,684.48,26.0,17500000,5,3.0,West,7.0,Kathmandu
Kalanki,1454.5625,26.0,38000000,9,5.0,South East,4.0,Kathmandu
Koteshwor,1369.0,26.0,45000000,5,6.0,East,3.5,Kathmandu
Balaju,1197.875,26.0,28000000,11,8.0,West,4.0,Kathmandu
Samakhusi,3422.5,26.0,72500000,6,6.0,South,2.5,Kathmandu
Tokha,1369.0,26.0,27500000,5,3.0,South,3.0,Kathmandu
Koteshwor,1369.0,26.0,45000000,6,5.0,East,4.5,Kathmandu
Tarkeshwor,1454.5625,26.0,18000000,4,3.0,South,3.0,Kathmandu
Koteshwor,770.0625,26.0,18500000,7,4.0,East,4.0,Kathmandu
Balkot,3080.25,26.0,52500000,5,5.0,North,2.5,Bhaktapur
Balkot,1069.53,26.0,19500000,4,3.0,East,3.5,Bhaktapur
Chamati,877.01,26.0,21500000,2,3.0,South West,3.5,Kathmandu
Golfutar,1540.12,26.0,40000000,6,3.0,South,4.0,Kathmandu
Samakhushi,2566.87,26.0,52500000,10,7.0,North West,4.5,Kathmandu
Dhapakhel,1197.875,26.0,29000000,3,3.0,South East,2.5,Lalitpur
Budhanilkantha,2738.0,26.0,79000000,5,5.0,East,2.0,Kathmandu
Toukhel,1369.0,26.0,25000000,3,4.0,East,2.5,Lalitpur
Naya Bazar,787.175,26.0,29000000,7,4.0,West,3.5,Kathmandu
Balkumari,1390.39,26.0,40000000,9,4.0,East,4.0,Lalitpur
Kalanki,1711.25,26.0,60000000,20,10.0,South East,5.5,Kathmandu
Chamati,3113.6184,26.0,140000000,1,1.0,West,6.0,Kathmandu
Mid Baneshwor,2395.75,26.0,67500000,5,4.0,East,2.5,Kathmandu
Raniban,2464.2,26.0,42500000,3,3.0,North,2.5,Kathmandu
Dhapakhel,1026.75,26.0,29000000,3,3.0,South East,2.5,Lalitpur
Koteshwor,1155.09375,26.0,29500000,5,3.0,North,3.0,Kathmandu
Khusibu Town Planning,1369.0,26.0,39000000,4,3.0,West,2.5,Kathmandu
Dhapakhel,1437.45,26.0,18500000,4,3.0,West,2.5,Lalitpur
Baluwatar,6738.046875,26.0,305156250,8,4.0,East,2.0,Kathmandu
Hattiban,1369.0,27.0,23000000,4,4.0,North,3.5,Lalitpur
Dhobikhola,4358.0,27.0,46000000,5,6.0,North East,3.5,Kathmandu
Saraswotinagar,1026.75,27.0,23000000,3,2.0,West,2.0,Kathmandu
umang chowk,1967.93,27.0,44000000,8,7.0,North East,3.5,Kathmandu
Dholahiti,1369.0,27.0,40000000,4,5.0,South West,2.5,Lalitpur
Dhapakhel,1369.0,27.0,40000000,4,5.0,South West,2.5,Lalitpur
Swyambhu,1475.95,28.0,28500000,5,7.0,North East,3.5,Kathmandu
Balkot,1754.03125,28.0,39500000,4,3.0,South,3.0,Bhaktapur
Gothatar,1129.425,28.0,24000000,5,3.0,North West,2.5,Kathmandu
Bhaisepati,1437.45,28.0,55000000,3,4.0,South East,2.5,Lalitpur
Hattigauda,1754.03,28.0,40000000,8,6.0,South east,4.0,Kathmandu
Jadibuti,855.625,28.0,27000000,1,1.0,East,1.0,Kathmandu
Satungal,1745.475,29.0,42500000,18,15.0,West,5.0,Kathmandu
Thankot,1745.475,29.0,42500000,18,15.0,West,5.0,Kathmandu
Maharajgunj,2738.0,29.529,80000000,18,6.0,East,4.0,Kathmandu
Kirtipur,1197.875,30.0,23500000,10,4.0,East,4.0,Kathmandu
Golfutar,1369.0,30.0,32500000,4,3.0,East,3.0,Kathmandu
Hattigauda,1369.0,30.0,24500000,5,5.0,East,3.0,Kathmandu
Nagarjun,1369.0,30.0,38700000,7,6.0,North,3.0,Kathmandu
Balkot,1882.37,30.0,42500000,5,4.0,South,2.5,Bhaktapur
Budhanilkantha,2139.0625,30.0,34000000,6,6.0,North East,3.0,Kathmandu
Hattigaunda,2121.95,30.0,77000000,4,5.0,West,2.5,Kathmandu
Shantinagar,1026.75,30.0,39000000,10,4.0,South,3.5,Kathmandu
Lazimpat,4449.25,30.0,130000000,5,5.0,North West,3.5,Kathmandu
Kupondole,10267.5,30.0,6500000,4,3.0,North,3.0,Lalitpur
Golfutar,2395.75,30.0,36000000,4,5.0,West,3.0,Kathmandu
Dhapakhel,3123.03,30.0,46000000,5,3.0,East,2.5,Lalitpur
Lazimpat,5133.75,30.0,113000000,5,5.0,North West,3.5,Kathmandu
Dhungeadda,1732.64,30.0,31500000,7,4.0,East,3.5,Kathmandu
Pepsicola,1454.5625,30.0,32000000,6,3.0,South,3.0,Kathmandu
Budhanilkantha,1369.0,30.0,30000000,10,8.0,South,4.0,Kathmandu
Budhanilkantha,2053.5,30.0,34500000,6,4.0,East,3.0,Kathmandu
Jalpa Chowk,3080.25,32.0,165000000,4,9.0,West,6.5,Kathmandu
Dhapasi,2224.625,32.0,35000000,6,4.0,West,3.0,Kathmandu
Near BP Meusem,3080.0,32.0,32000000,1,2.0,South east,2.5,Kathmandu
New Baneshwor,6160.5,32.0,160000000,4,3.0,South,2.5,Kathmandu
Taukhel,5476.0,32.0,100000000,8,5.0,South West,2.5,Lalitpur
Minbhawan,6160.5,32.0,160000000,4,3.0,South,2.0,Kathmandu
Kageshwori Manohara Municipality,1369.0,32.0,35000000,10,3.5,East,5.0,Kathmandu
Dhapasi,2139.0625,32.0,37000000,6,6.0,South East,3.0,Kathmandu
Naikap,1060.975,32.0,8500000,2,1.0,West,1.0,Kathmandu
Chabahil,3422.5,32.81,70000000,10,6.0,North West,4.0,Kathmandu
Bhaisepati,4107.0,33.0,85000000,7,3.0,South,2.5,Lalitpur
Kirtipur,1711.25,33.0,25000000,1,1.0,North West,1.0,Kathmandu
Budhanilkantha,2053.5,33.0,35000000,4,4.0,East,3.0,Kathmandu
Talim Kendra Road,2695.21,33.0,85000000,6,5.0,South East,2.5,Kathmandu
Imadol,1197.875,33.0,30000000,9,5.0,North West,4.0,Lalitpur
Golfutar,1197.875,33.0,23000000,5,5.0,North,3.0,Kathmandu
Tathali,7529.5,33.0,34000000,7,3.0,South,2.5,Bhaktapur
Jaranku,1369.0,33.0,35000000,15,5.0,East,4.5,Kathmandu
Duwakot,1369.0,33.0,20000000,5,3.0,North East,3.0,Bhaktapur
Dhumbarahi,2087.725,36.0,69000000,7,7.0,South East,4.5,Kathmandu
Dhunchepakha,5133.75,36.0,70000000,7,2.0,South,2.5,Bhaktapur
Thimi,5476.0,36.0,5900000,5,4.0,North West,2.5,Bhaktapur
Pepsicola,1437.45,36.0,50000000,3,5.0,North East,3.5,Kathmandu
Balkumari,1437.45,36.0,42500000,16,4.0,North East,4.0,Lalitpur
Sanothimi,5133.75,36.0,70000000,7,4.0,East,2.5,Bhaktapur
Dharmasthali,1711.25,36.0,26500000,8,4.0,North East,2.5,Kathmandu
Bhainsepati,1026.75,40.0,11000000,3,2.0,South east,2.0,Lalitpur
Simaltar,4791.5,40.0,95000000,9,10.0,North,3.0,Kathmandu
Bhaisepati,1437.45,40.0,55000000,3,4.0,South East,2.5,Lalitpur
Shankhamul,1026.75,42.0,51000000,1,6.0,West,5.5,Kathmandu
Gokarna,1818.2,44.0,25000000,8,3.0,East,2.5,Kathmandu
Ekantakuna,1711.25,45.0,36000000,6,3.0,South,2.5,Lalitpur
Budhanilkantha,5818.25,50.0,175000000,5,5.0,South East,2.5,Kathmandu
